index,target,tags
13399,65,animal | bunny | easter bunny | grass | green | hide | lush | nose | pet | rabbit | stare | white
5831,14,dog | floor | lay | leash | man | neckband | pet | pillow | relax | white
18768,20,armchair | lamp | chair | daybed | furniture | hassock | room | stool | white | yellow
47993,26,apricot | citrus fruit | fruit | image | orange | orange tree | peach | persimmon | photo | tangerine
8181,49,animal | field | grassland | lush | plain | sky | stand
44698,13,bus | curb | drive | park | road | school bus | yellow
7833,77,person | man | selfie | string
5563,71,horizon | sea | sky | sun
40156,8,mat | skateboarder | tennis racket
28561,62,blue | flower | poppy | red | sky | stem | tulip
22158,94,closet | room
2710,3,animal | black | floor | pet | window | woman
14571,15,animal | brown | pet | stand | stool
33900,33,park bench | tree | wood
31734,55,reflection | sky | water
33997,54,close-up | flower | green | lush | orchid | pink | plant | stem
7824,98,swimwear | bikini top | catch | dress | girl | pose | selfie | smile | woman
41074,40,bookshelf | lamp | table | lamp shade | room
11797,39,electronic
30829,35,boy | child | dress | girl | sea | smile | stand | wear | white
41526,29,bookshelf | food | man | photo | selfie
25242,42,animal | cheetah | enclosure | grass | koala | lush | ram | stand | stare
37619,46,man | selfie | stare | tie | vest | wear
38307,32,animal | bread | display | dough | food | pastry | pillow
18896,7,beetle | bottle | bug | car | floor | green | hardwood floor | insect | miniature | needle | tool | toy | toy car | wood floor
29209,73,footstall | night | pole | stool | street sign | umbrella
8353,1,blue | chair | sign | street sign
28652,83,banana | peel | stem | yellow
7295,39,bottle | computer | keyboard | computer monitor | computer screen | table | key | mouse
14511,68,camper | car | drive | recreational vehicle | road | tree
17940,20,armchair | chair | rocking chair
44546,36,animal | cage | guinea pig | hamster | mouse | pet | remote | rodent | toy
29915,87,blue | computer | computer monitor | computer screen | table | floor | monitor | room | sit | television
19395,83,bell pepper | close-up | table | fruit | green | pepper
13977,22,building | shop window | sign
17399,54,chicken | cock | cotton | flower | hen | hibiscus flower | red | white
35668,32,brush | catch | face | hand | man | mouth | selfie | smile | toothbrush | toothpaste
13638,85,army | army tank | car | tank | turret | vehicle
40563,81,bus | bus stop | catch | city bus | person | pavement | road | stand | umbrella | woman
24786,5,bed | bedroom | lamp | canopy | canopy bed | curtain | glass door | pillow | room | white
22585,40,lamp | table | table lamp | lamp shade | wall lamp | yellow
3875,4,animal | car | mouse | squirrel
22708,64,animal | balustrade | cage | drink | fence | food | ledge | milk | night | pet | rail | stand | stare
13426,99,baseball glove | bat | tennis racket
1108,90,blue | building | car | drive | passenger train | track | train | train car | train track | trolley | travel
33641,58,park | plectrum | pick up | truck | white
48704,70,flower | greenery | pink | plant
42341,25,floor | red
27479,81,bus | bus stop | city bus | decker bus | red | trolley
5624,55,man | skateboarder
43872,96,green | greenery | lush | sparrow | tree | weed | woodpecker
27508,70,bathroom accessory | bathroom sink | bottle | table | flower | red | rose | soap
207,14,bird | floor | food | gray | hay | perch | pigeon | sparrow | stand
25519,56,blow | cloudy | palm tree | pole | sky | street sign | tree | wind
2613,33,area | campsite | forest | park | park bench | picnic table | tree | wood
46899,8,boy | person | man | push | red | ride | scooter | tricycle
19536,9,alcohol | beer | beer bottle | beverage | bottle | condiment | counter top | table | hot sauce | sit | soda | tomato sauce | white
28820,81,building | bus | car | city | city bus | drive | road | school bus | trolley | travel | yellow
9207,97,animal | blanket | dog | floor | jump | husky | snow | squirrel
49358,71,beach | sea
45737,29,green | person | skate | man | sea | skateboarder | stand | trick
12838,33,bush | green | greenery | hedge | lush | plant | tree
19357,39,close-up | computer | keyboard | key | laptop keyboard
39544,43,animal | brown | brush | cage | car | car seat | car window | man | mouth | out | pet | selfie | toothbrush | window
34413,8,image | tool
5471,49,building | sky | tree
8364,87,computer | computer monitor | computer screen | flat | monitor | sea | screen | sky | television
9502,19,animal | brown | bull | calf | cattle | trumpet | cow | field | grass | grassy | graze | green | lush | pasture | stand
33839,17,building | castle | lush
13880,68,car | car window | highway | man | rearview mirror | selfie | view mirror | windshield
41639,74,animal | bear cub | black | grass | lush | stand | tree | walk | wood
40959,1,baseball bat | baseball glove | bat | goldfish | man | sky | swinge
4902,40,bottle | lamp | table | table lamp | side table | lamp shade | nightstand | room | wall lamp
112,94,armoire | bedroom | bookshelf | chest | lamp | bureau | cabinet | closet | drawer | dresser | floor | furniture | nightstand | pillow | room | stool
5323,43,animal | brown | brown bear | stool | teddy
13655,44,bathroom | curtain | gecko | green | insect | lizard | shower curtain | tail
821,26,catch | person | stand | umbrella | woman
8211,43,animal | brown | brown bear | face | orangutan | stuff | teddy
8106,0,apple | fruit | green | lemon | stem | yellow
7368,34,animal | corgi | floor | fox | lap | pet | shiba inu | stare
29808,19,animal | brown | bull | cattle | trumpet | cow | grass | graze | green | lush | stand | tree
45717,0,apple | cloth | table | fruit | red | tablecloth | white
33680,22,alarm | alarm clock | clock | boiler | tea pot
26976,82,blue | field | flower | sky | sunflower | sunflower field | yellow
32932,10,cloth | cube | table | red | white
25209,36,animal | dog | shop window | sign | stand | street sign | white
22403,8,armchair | chair | furniture | living room | room
47598,47,autumn tree | orange tree | sky | tree
30125,30,blue | diving board | goggles | pool | swim | swimmer | swimming pool | water
42928,32,selfie
33773,0,bottle | girl | red | stand | stool | underclothes | woman
30196,17,building
18620,17,building | lake | palace | pond | sky | water
23257,96,car | car window | road sign | street sign | traffic sign | tree
37625,87,catch | smartphone | hand | flip | person | man | phone | selfie
24864,20,chair | red | stool
32108,69,animal | bite | catch | fishing pole | food | racket | sky | string | swing | swinge | tennis player | tennis racket
34125,26,table | juice | liquid | pitcher
9091,63,animal | black | branch | limb | nut | sit | squirrel | tree | tree branch
10106,90,black | building | car | passenger train | photo | silver | subway | train | train car | train track | white
44424,96,road | skateboarder | stop sign | street sign | traffic sign | tree
10160,32,animal | bus stop | man | shirt | shop window | stand | tie | wear | white
24003,82,daisy | flower | sunflower | yellow
2339,42,animal | paw | pet | selfie | stare
48910,30,blue | boat | diver | dolphin | fin | man | sea | swim | swimmer | water | whale
43825,90,car | miniature | train track
18391,62,flower | garden | greenery | lush | plant | poppy | red | stem | weed
18622,97,animal | dog | floor | husky | neckband | stand | stare | white
48916,83,bell pepper | food | fruit | orange | pepper | stem
43614,45,animal | man | octopus | trick
10667,30,animal | dolphin | grampus | jump | sea | penguin | pod | seal | swim | water | wetsuit | whale
4110,86,blender | coffee machine | home appliance | microscope | stool
44096,7,ant | bug | table | flower | image | insect | miniature | photo | pink | purple
15486,98,dress | girl | ledge | park | park bench | shirt | sit | wear | white | woman
27880,20,armchair | chair
19903,63,animal | cone | koala | plant | sun hat | wear
36532,75,animal | black | car | squirrel | tree
14210,69,landmark | monument | obelisk | tower | rocket | sky | spire
10417,4,animal | blue | selfie | white
9072,51,lamp | canopy | ceiling | pillar | floor | pole | stool
25103,51,animal | doll | floor | hardwood floor | puppet | nose | stuff | teddy | toy | white | wood floor | wool
33774,63,animal | bear | bear cub | black | enclosure | stone | stand | tree
15583,57,apple | banana | bowl | catch | container | table | fill | floor | fruit | green | pear | yellow
42063,96,autumn tree | park | park bench | sky | tree
25213,60,hill | landscape | lush | plain | scenery | sky | tree
18404,86,attach | smartphone | phone
42585,24,ant | beetle | brown | bug | close-up | roach | cricket | insect | pest
34367,80,baseball bat | person | man | sculpture
1006,47,baseball bat | bat | batter | man | park | skateboarder | street sign | swing | swinge
7363,69,plane | display | drone | floor | glass table | glider | model | propeller | scale model | star
30693,43,animal | baby elephant | elephant | enclosure | stone | stand | tusk | walk
33603,99,baseball hat | goggles | man | selfie | wear
30224,9,alcohol | beverage | black | can | catch | coke | container | drink | liquid | red | soda
16118,89,excavator | dozer | equipment | machine | tractor | yellow
30107,57,cat | gray | sit | white
15090,15,animal | camel | pole | stand | stool
11241,19,animal | brown | bull | cattle | cow | fence | field | grass | grassy | graze | green | herd | lush | open | pasture | stand
31200,30,animal | blue | boat | dolphin | fly | grampus | sea | pod | sky | swim | water | whale
8723,60,field | grassland | hill | hillside | lush | plain | rural | savanna | train window | tree
40331,76,building | city | city skyline | city view | sky
38288,68,purple | road | rural | umbrella
32747,72,animal | floor | stand | teddy
42723,79,animal | bird | cock | floor | parrot | stand
44248,31,animal | baby elephant | elephant | stand | walk
47346,50,animal | ceiling | fish | goldfish | gray | hamster | mouse | pet | rat | rodent | sky | tail
27814,56,blue | coconut tree | sea | palm tree | sky | tree
27640,39,computer | keyboard | electronic | key
10121,38,car | cat | floor | stand | stare | walk
17695,27,animal | dirt field | dirt track | floor | iguana | lay | sand | tortoise
32482,74,brown | cat | hamster | mouse | paw | pet | rodent | stand | white
15571,89,atv | drive | field | grass | hay | man | mower | ride | tractor
29067,65,animal | area | lush | squirrel | tree
25792,76,building | city | city skyline | city view | green | night | night view | tower | sky | spire | twilight
40913,29,animal | bull | trumpet
32564,41,atv | pillar | grass | karting | lawn | man | miniature | mobility scooter | mower | pole | red | ride | scooter | toy car
24731,90,car | drive | highway | road | trailer truck | travel
19042,10,blue | shield
17563,27,animal | cage | enclosure | fence | polar bear | nose | paw | pen | pet | stare | white | zoo
5710,71,boat | calm | horizon | lake | sea | sky | sun | sunset | water
43157,41,grass | green | lawn | lush | mower | yard
19900,67,animal | bull | floor | goggles | hippo | moose | stand | stare
25201,99,dark | image | symbol
38163,0,apple | close-up | table | fruit | green | sit | stem | sticker | toothpick | yellow
39207,63,animal | food | greenery | hide | koala | plant | pot | vegetation
9875,85,army | army tank | move | tank | turret
48204,95,blue | dive | diver | man | sea | pool | swim | swimmer | water | wetsuit | whale
42886,55,animal | floor | ice | ice floe | skate | sea | otter | penguin | sea lion | seal | snow
331,57,banana | catch | fruit | hang | sky | string | yellow
30562,88,animal | brown | car | car window | paw | sit | stare | tabby
13907,47,park | tree
6866,64,table | dinning table | floor | man | pet | stool
36158,17,building | park | school bus | yellow
16072,22,bag | beer bottle | bottle | lock | padlock
27535,36,animal | cage | catch | hand | guinea pig | hamster | person | mouse | pet | rodent
7309,93,animal | dark | image | unicorn | yellow
44439,70,flower | yellow
10430,89,crane | excavator | dozer | equipment | road | tow truck | trailer truck | truck | yellow
13252,0,apple | bundle | catch | container | fill | hand | fruit | green | pear | produce
44438,68,city | road | skateboarder
42833,82,flower | sunflower | yellow
41169,36,animal | bite | cage | catch | hand | food | guinea pig | hamster | person | lap | mouse | pet | rodent | treat
40203,10,baseball glove | blue | catch | clay | curtain | figurine | hand | plasticine | sculpture
14898,23,blue | cloud | cloudy | sea | shine | sky | sun
9615,8,attach | bicycle | pillar | grass | green | lush | park | pole
11621,27,animal | floor | pet | sewing machine | sew
34283,3,animal | bear | bear cub | creek | brown | brown bear | cross | river | stand | walk | water
38940,44,food | pastry | stool | woman
48973,78,dark | green | neon light | sign | writing
20275,94,bureau | cabinet | closet | table | drawer | dresser | side table | file cabinet | footstall | nightstand | peak | stool
26853,20,armchair | chair
18877,42,animal | cage | dog | dog house | glass door | pet | shop window | white | window
22679,73,animal | aquarium | cage | fish | sea | pool | shark | stingray | tank | swim
47106,56,building | palm tree | picnic table | sky | stool | tree
6119,40,building | lamp | pole | street sign
10652,22,attach | clock | building | ceiling | pillar | hang | pole | subway | subway station | terminal | wall clock
6799,32,liquid | tea pot | watering can
1075,74,animal | brown | green | hamster | hide | mouse | pet | plant | rodent | squirrel
43321,10,black | bowl | container | lid | liquid | white
17363,90,container | drive | green | trailer truck | train car | train track | travel | truck
5232,72,animal | car | enclosure | floor | polar bear | white | zoo
18226,23,building | cloud | cloudy | fly | pole | sky | storm cloud | stormy | street sign
25779,66,animal | beagle | brown | dog | floor | neckband | white
11862,72,animal | floor | lay | pigeon
46891,92,daffodil | fill | flower | glass vase | peach | pink | stem | tulip | vase | yellow
48389,28,chalice | green | red
16876,69,arm | boat | girl | person | man | racket | stand | stretch | swinge | tennis player | tennis racket | trick | woman
2366,24,ant | beetle | bug | close-up | roach | insect | mosquito | spider
13966,27,animal | brown | enclosure | floor | lay | sleep
46095,7,bird | bird feeder | bird house | blue | flower | plant | weed | wildflower
30280,88,animal | brown | dog | floor | goggles | neckband | paw | pet | stare | toy
4974,49,boat | calm | lake | sea | sky | tree | water
45431,17,building | campus | city | city skyline | golf course | green | lush
37933,54,flower | greenery | hibiscus | hibiscus flower | lush | pink | plant | tree | yellow
16343,30,animal | baseball hat | boat | man | sea | water
19703,61,ball | lollipop | sphere | toy
49182,21,black | person | man | ride | skateboarder | wear | wood
6276,54,close-up | flower | garden | greenery | lush | orchid | pink | plant | stem | white
6027,22,clock | face | logo | wall clock
48788,56,green | lush | park | tree
36143,50,animal | bed | black | blanket | curl | guinea pig | hamster | lay | mouse | pet | pillow | rodent | sleep | white
39068,84,table | stool | white
40116,57,apple | fruit | green | peach | pear | plum
18458,43,animal | baby elephant | elephant | enclosure | lush | stand | tree | walk
26272,80,animal | gray | ledge | miniature | rail | squirrel | toy | yellow
36188,8,bicycle | building | floor | park
45250,66,animal | brown | bush | floor | hide | plant | stand | stare
23953,16,person | man | photo | white
35875,90,approach | passenger train | pull | railroad | railway station | station | subway | track | train | train track | travel | white
14774,33,lush | tree
47854,88,floor | skateboarder | snowboarder
25354,51,food | person | man | sun hat
24855,67,animal | bull | trumpet | face | head | nose | snail
25542,23,calm | cloudy | lake | sea | sky | water
37415,91,blanket | catch | control | game controller | hide | person | man | pillow | play | remote | selfie | Wii | Wii controller
21315,45,table | dinning table | plate | food | fruit | juice | orange | platter | sit
38748,0,apple | fruit | green
28,42,animal | brown | floor | paw | squirrel | toy
14794,5,bed | blue | bunk bed | chair | pad | pillow | room | stool
4870,56,boat | calm | cloudy | horizon | sea | palm tree | sky | sun | sunset | water
41908,96,baseball glove | golf course | grass | green | lush | man | park | park bench | swing | tree
42901,82,fill | flower | stem | sunflower | yellow
46938,59,table | tree
30856,91,bass | catch | fish | man | tie | trout | wear
27775,27,man | remote
1312,86,attach | phone
24870,84,chair | table | side table | peak | stool
37339,4,animal | bear cub | black | brown | brown bear | floor | fur | lay | stone
7027,82,bug | close-up | daisy | flower | insect | nectar | petal | pollen | sunflower | yellow
33431,45,animal | beetle | bug | figurine | glass table | glass vase | insect | toy
22629,21,ape | chimpanzee | cloak | face | person | man | nun | robe | selfie | stare | veil | wear | woman
32321,8,attach | bicycle | park
8916,45,counter top | table | kitchen counter | stand | stool | woman
36638,36,animal | table | floor | food | guinea pig | hamster | mouse | pet | rodent | stand | stare | white
7545,43,animal | brown | trumpet | golden retriever | ram | retriever | stand | stare
48421,41,dirt track | equipment | green | mower | tractor
8918,59,park | skate park | skateboarder | tree
37166,53,citrus fruit | food | fruit | lemon | orange | peel | tangerine | yellow
24724,43,animal | trumpet | field | goat | grass | grassy | lamb | lush | ram | sheep | stand | white
28715,16,bottle | can | cosmetic | green | line | product | razor | shampoo | toothpaste | tube
29153,22,alarm clock | clock | pocket watch | stop watch | watch | white
46624,46,business suit | pillar | dress hat | fedora | hat | man | plug hat | selfie | suit | sun hat | tie | wear
49743,88,animal | car | grass | hide | lion | lush
39927,93,animal | aquarium | blue | fish | sea turtle | tank | stuff | swim | swimmer | teddy | water
40974,49,building | cloud | cloudy | reflection | sky | tree
34180,9,alcohol | beverage | bottle | champagne | liquor | table | gin | wine | liquid | sit | vodka | whiskey | wine bottle | wine glass
3295,89,pink | train car
30819,71,sea
21129,78,catch | cigarette | hand | person | snake | worm
22200,39,computer | keyboard | mouse
46457,24,beetle | bug | close-up | roach | floor | hardwood floor | insect | pest | wood floor
7228,43,animal | catamount | mountain lion | lion | paw | stare | stuff
39883,88,animal | brown | dog | floor | snow | stand
32780,62,flower | orange | plant | poppy
42777,14,beak | bird | cage | goldfish | parrot | perch | plant | rail | sit | white
42719,20,armchair | brown | chair | daybed | pad | stool | swivel chair
4572,7,floor | person | skate | man | skateboarder | ski pole | skier | sky | snow | snowboarder | trick
25174,6,bee | bug | close-up | flower | honey | beehive | insect | nectar | pollen | yellow
23213,60,cloudy | crop | farmland | farm | field | green | lush | sky | vineyard
14204,31,animal | cage | enclosure | glass door | stand | tree
16690,25,chair | room
49751,36,animal | cage | guinea pig | hamster | mouse | pet | rodent
23430,86,attach | calculator | smartphone | table | phone
11751,8,bicycle | home appliance | park | room | stool
47089,13,bus | bus stop | city bus | image | pink | purple | yellow
20195,84,chair | table | dining room | dinning table | room | stool | yellow
44470,55,animal | bear | bear cub | black | chimpanzee | enclosure | floor | stand
24392,5,armchair | bed | bedroom | lamp | bureau | chair | dresser | hotel | hotel room | nightstand | pillow | room | wall lamp
9655,35,child | dress | hand | floor | girl | jaw | mat | pink | sit | sleepwear | stool
15501,86,attach | electronic | home appliance | hook | tool
25742,54,bud | flower | green | orchid | petal | plant | stem | white
40809,6,animal | curtain | flower | food | pet | pink
17871,64,cat | hide | husky | lick | selfie | stare | stick | white
8524,55,animal | floor | lamb | ram | sheep | sit | stare | tie
46598,84,chair | table | dining room | dinning table | home appliance | kitchen table | plant | room | stool | tablecloth | white
36325,46,alcohol | bottle | doorway | man | remote | room | stand | wine bottle
39575,12,overpass
2194,40,lamp | cloudy | table | table lamp | figurine | miniature | saucer | sky | tea pot | toy | toy car
19475,50,animal | baby | catch | face | hand | gecko | hamster | person | laugh | pet | pink | rodent | smile
23824,41,lawn | mower | red
16985,63,animal | baby elephant | enclosure | stand
22663,39,building | office building
23765,24,animal | brown | dog | floor | leash | snow
41536,35,child | computer screen | ear | face | girl | purple | selfie | shirt | sweatshirt | wear
36034,36,animal | cage | floor | guinea pig | hamster | mouse | mouth | pet | rodent | stand
3860,66,animal | field | grass | grassy | green | lush | stand
13389,1,banana | fish | flower | green | hide | plant | stem | yellow
14082,0,citrus fruit | fruit | green | hang | lemon | lime | plant | stem | tree | yellow
22863,95,animal | fin | grampus | humpback whale | ice | ice floe | iceberg | sea | penguin | pod | seal | stand | water | wetsuit | whale
15226,25,bed | bedroom | lamp | comfort | headboard | nightstand | pillow | room | white
12164,6,bee | bug | bumblebee | daisy | flower | grass | green | insect | nectar | pink | plant | pollen | purple | thistle | wildflower
24030,51,floor | flower | forest | forest floor | fungi | grow | mushroom | plant | stump | tree trunk | white | wood
33336,37,building | house | house exterior | skateboarder
31509,96,green | lush | park bench | tree
18690,68,road
33394,33,boat | calm | canoe | lake | pond | sky | tree | water
35892,22,dark | electronic | green | light
37374,80,animal | beak | bird | bottle | fence | floor | grass | squirrel | stand
34166,61,bakery | case | plate | display | fill | food | pastry | seashell | showcase
22452,97,animal | pet
37369,87,computer monitor | flat | television
27785,36,animal | floor | food | grass | nose | paw | stare | white
32126,50,animal | bookshelf | counter top | table | figurine | green | piggy bank | sculpture | toy
47978,36,animal | catch | cereal | food | guinea pig | hamster | pet | selfie | toy
19975,33,pillar | tree | wood
44989,6,curtain | flower | poppy | red | tulip
3563,83,avocado | food | fruit | green | lime | pepper | stem
22126,86,smartphone | flip | phone
10125,39,blue | building | computer | keyboard | illuminate | laptop keyboard
34296,23,city skyline | skateboarder | sky | street sign
24569,13,car | dirt track | red
30788,39,close-up | computer | keyboard | key | mouse | white
35759,38,animal | child | floor | girl | stand
43732,71,blue | sea | sky | swim | underwater | water | whale
43687,79,bathroom door | door | door handle | doorway | lock | measuring tape | open | red | ruler | temperature | thermometer | water heater
13892,90,go | move | passenger train | railroad | track | train | train car | train track | trolley | travel | yellow
44981,45,blue | slipper | floor | sandal | shoe | toy
16633,83,berry | branch | cherry | fruit | fruit tree | grow | hang | pepper | plant | red | stem | tree
2593,18,bug | leaf | green | plant
3607,19,black | coach | horse | grass | lush | park | stand
21160,43,animal | brown | catch | dog | paw | pet
48904,33,flower | green | plant | tree | yellow
21323,9,alcohol | beer | beer bottle | beverage | bottle | brown | liquor | green | wine bottle
8971,68,car | highway | image | photo | road | road sign | street sign | white
867,72,blue | diver | man | stage light | swimmer
27819,89,construction site | construction worker | crane | excavator | dozer | equipment | lift | lush | man | pole | sky | job
38265,34,animal | brown | dog | jump | sculpture | snow | stand | tail | toy
44992,84,lamp | chair | table | side table | floor | peak | room | stool
18699,92,flower | flower bed | garden | paling | pink | plant | purple | stem | tulip
22010,83,close-up | fruit | green | greenery | grow | orange | plant | stem | tomato | vine
13223,42,animal | brown | cowboy hat | figurine | stool | sun hat | toy | wear
25304,22,clock | dial | pendulum | wall clock
42241,66,crowded | goggles | person | man | photo | selfie | stand | subway | take | wear | woman
28554,72,animal | stuff | teddy | toy | white
22371,70,bud | flower | green | plant | rose | stem | yellow
33611,15,alpaca | animal | cage | camel | canopy | doorway | enclosure | fence | hay | pen | pet | rail | stable | stall | stand
23680,31,animal | baby elephant | display | elephant | enclosure | stand
3012,35,child | hand | girl | jaw | pink | shirt | smile | tie | wear
17657,21,animal | ape | chimpanzee | floor | grass | lush | orangutan | sculpture | sit
26919,53,cut | fruit | half | lemon | orange | peel | slice | white
17482,95,fin | grampus | humpback whale | sea | pod | water | whale
31065,82,face | flower | head | man | selfie | yellow
11698,41,grass | lawn | lush | mower
5743,99,cloud | cloudy | fly | sky
46260,90,car | drive | passenger train | pole | red | road | rural | school bus | track | train | train car | train track | travel
31436,58,blue | grass | park | pick up | trailer truck | truck
42887,53,close-up | table | fruit | orange | sit | tangerine
45807,48,attach | moped | motorbike | motorcycle | park | pole | scooter
32949,44,man | selfie | stool | woman
17408,10,blue | table | plate | yellow
17325,25,armchair | lamp | chair | couch | table | furniture | gray | living room | pillow | room
6209,81,building | bus | car | city bus | decker bus | drive | picnic table | road | school bus | street scene
40063,19,animal | display | floor | sculpture
36861,33,animal | enclosure | grass | graze | lush | stand | tree | zoo
23202,24,ant | beetle | bug | roach | cricket | insect | mosquito | spider
20061,25,armchair | chair | couch | floor | furniture | living room | room
43404,16,blue | bottle | pillar | container | cylinder | liquid | shampoo | spray | test tube | toothpaste | tube
10400,14,blade | bud | close-up | dew | flower | leaf | green | petal | pink | plant | red | snail | stem
40186,28,image
39756,7,animal | floor | green | miniature | stone | toy | toy car
29937,98,blue | brunette | dress | girl | gown | pose | prom | selfie | tight | wear | woman
13815,94,bureau | cabinet | closet | doorway | dresser | room | yellow
6821,27,animal | bird | grass | iguana | lake | lay | ledge | lush | pond | relax | water
35258,79,man | pine | skateboarder | sky | tree | trick
15647,93,animal | diver | image | sea | sea turtle | sign | swim | swimmer | turtle
35540,99,baseball bat | baseball glove | bat | drummer | instrument | man | sing | swing | swinge | tennis racket
42111,70,bottle | bouquet | table | flower | glass vase | red | rose | stem
7441,49,blanket | mountain | ski slope | skier | sky | slope | snow | snowboarder | snowy
21280,98,black | person | man | photo | selfie | white | woman
9660,39,butter | cheese | cube | food | pasta | potato | potato chip | soap | white
18693,62,flower | garden | greenery | pink | plant | pot | red
25102,92,beak | bird | bush | dive | flower | greenery | hide | lush | pigeon | plant | tree | tulip | white
22053,42,animal | display | enclosure | figurine | stone | sculpture | shop window | stand
11356,28,alcohol | cup | flower | glass vase | liquid | martini | martini glass | wine glass
5263,21,child | floor | person | man | wear
2378,86,electronic
10865,27,animal | fence | field | floor | grass | grassy | green | lamb | lay | lush | ram | sheep | stand | white
45914,64,animal | catch | hand | guinea pig | hamster | person | mouse | pet | rodent | white
20635,1,animal | aquarium | blue | fish | float | sea | stone | tank | swim | water
3846,7,car | floor | person | skate | karting | man | motorcycle | race | race car | ride | skateboarder | skier | snow | snowmobile | toy car
19538,9,alcohol | beer | beer bottle | beverage | bottle
48401,57,brown | container | food | fruit | produce
41246,71,bright | calm | horizon | moonlight | night view | sea | shine | sky | sun | water
8870,38,animal | grass | lamb | lush | sheep | stand
14005,83,banana | fruit | green | pepper | produce
12158,80,alcohol | beverage | blender | bottle | catch | cup | table | drink | hand | liquid
7534,14,floral arrangement | flower | plant | tree | tulip | white
13606,18,stone | tool | toy | toy car
45151,4,animal | floor | grass | man
16088,30,animal | aquarium | blue | dolphin | grampus | sea | pod | tank | swim | water | whale
40364,52,car | park | skateboarder | street sign | tree
2195,85,car | green | jeep
2763,64,animal | badger | face | hide | nose | pet | photo | possum | selfie | stare
41329,92,daffodil | flower | plant | stem | tulip | yellow
3430,86,attach | electronic | phone
615,65,animal | brown | floor | food | squirrel
41545,97,animal | figurine | racket | sculpture | swinge | tennis player | tennis racket | unicorn | white
37327,24,ant | beetle | black | bug | close-up | roach | floor | hardwood floor | insect | wood floor
26606,81,building | bus | bus stop | city | city bus | city street | drive | road | school bus | urban | yellow
38717,66,animal | panda | raccoon | selfie | stare
25365,65,animal | bakery | cage | container | food | pastry | pet | pet shop | pet store | shelf | showcase
43741,88,animal | boxer | brown | dog | grass | lush | neckband | stare | wood
42388,68,path | road | tree
33398,68,balustrade | car | curve | highway | sea | overpass | rail | ramp | sky
13346,54,flower | glass vase | orchid | pink | plant | purple | stem | vase
28751,89,person | man | safety vest | stand
2799,29,animal | dinosaur | mammal | sky
11722,46,dish washer | exhaust hood | food | green | home appliance | kitchen | kitchen counter | man | mouth | selfie | shirt | smile | wear
22901,44,green | man | remote | selfie | stare
11323,73,animal | aquarium | dolphin | grampus | sea | sea lion | seal | tank | swim | water | whale | white
32154,91,bass | car | car window | catch | fish | trout | windshield
14182,16,mouse
11451,8,person | man | shop window | stand | storefront
19239,68,car | path | road | tree
4417,40,boardwalk | bridge | lamp | cloudy | lamp post | sea | pole | sky | water | waterway
36695,97,animal | hide | night | owl | stand | stare | tree
26538,20,armchair | beach chair | chair | daybed | folding chair | office chair | red | rocking chair | swivel chair
15251,85,army | army tank | car | display | tank | vehicle
10412,66,barbecue grill | bin | floor | grill | stand | stool | walk
1256,41,lawn | mower | red | scooter | snowmobile
27351,53,citrus fruit | close-up | cut | fruit | grapefruit | half | juice | orange | peel | slice | tangerine
23878,42,animal | grass | lush | moose | stand
48537,6,daisy | flower | purple | yellow
32645,47,bonsai | container | footstall | miniature | plant | pot | tree | vase | yellow
17535,60,cloud | cloudy | horizon | sea | sky | sun | sunset
8389,22,clock | wall | frame | hang | picture frame | wall clock | yellow
45754,27,animal | cat | display | shop window | window
6767,1,animal | floor | goldfish | pet | stand | stool | toy
47014,39,close-up | computer | keyboard | hand | key | laptop keyboard | miniature | tool | toy
35129,70,cage | fence | flower | grass | green | lush | pink | plant
36399,1,animal | fish | goldfish | image
30998,45,alcohol | night | night view | wine glass
11939,81,building | bus | city bus | courthouse | drive | red | road | trolley | white | white house
13380,23,cloud | cloudy | fly | sky | sun
5735,80,animal | black | chase | floor | grass | green | leash
11441,65,animal | floor | lay | mat | play | toy
31099,63,animal | brown | close-up | floor | nose | selfie | stare
30713,62,bush | flower | garden | greenery | lush | plant | poppy | red | rose | stem
20772,63,bottle | table | plate | food | saucer | stool
47409,3,animal | bear | black | stand
2988,77,animal | table | green | hide | plant | snail | stem | tortoise
10574,94,pillar
32873,47,green | tree
29340,74,cat | duck | floor | food | gray | lay | lick | paw | pet
5119,86,tool
35908,0,apple | attach | green | stem | string
6861,27,animal | bird | grass | hide | lush | swamp | weed
24579,45,banana | chair | man | stool | toy | yellow
15410,15,animal | brown | buffalo | bull | dog | grass | green | lush | stand | stare
28201,49,cloud | cloudy | image | man | skateboarder | sky
33504,30,aquarium | diver | goggles | person | skate | man | pool | tank | swim | swimmer | underwater | wetsuit
47294,9,alcohol | beer | beer bottle | beverage | bottle | brown | table | glass bottle | liquid | wine bottle
8137,68,car | image
23791,74,animal | hide | plant
5698,86,attach | hook | phone | plug
32218,75,animal | floor | man | pet
2253,37,building | home | house | house exterior
3456,35,camera | face | girl | hair | selfie | stare | tie | wear | woman
37451,38,animal | deer | donkey | fawn | field | grass | grassy | graze | green | lush | pasture | stand
45583,3,animal | bear | bear cub | brown | brown bear | cub | grass | gray | lush | stand | walk | water
29331,52,dirt road | path | green | road | rural | sky | tree
13434,22,image | man | photo | purple | selfie | tie | wear
21808,90,park bench | tree
45014,15,animal | camel | enclosure | floor | stand
2918,56,animal | grass | grassy | green | lush | park | rhinoceros | tree
